what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.2.R36x_v20110114,"org.eclipse.equinox.p2.reconciler.dropins",1348135987570
started,bundle,org.eclipse.equinox.p2.repository,2.0.2.R36x_v20110111-1500,"org.eclipse.equinox.p2.repository",1348135987570
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20100507-1815,"org.eclipse.equinox.p2.ui.sdk.scheduler",1348135987571
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.101.R36x_v20100823,"org.eclipse.equinox.p2.updatechecker",1348135987571
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1348135987572
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1348135987573
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1348135987574
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1348135987574
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1348135987575
started,bundle,org.eclipse.jdt.core,3.6.2.v_A76_R36x,"org.eclipse.jdt.core",1348135987577
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20100520-0800,"org.eclipse.jdt.core.manipulation",1348135987578
started,bundle,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui",1348135987582
started,bundle,org.eclipse.jface,3.6.2.M20110210-1200,"org.eclipse.jface",1348135987583
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1348135987584
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1348135987584
started,bundle,org.eclipse.team.core,3.5.101.R36x_v20110203-1036,"org.eclipse.team.core",1348135987585
started,bundle,org.eclipse.team.cvs.core,3.3.301.R36x_v20110119-0815,"org.eclipse.team.cvs.core",1348135987585
started,bundle,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui",1348135987587
started,bundle,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.ui",1348135987588
started,bundle,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui",1348135987589
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1348135987590
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1348135987590
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1348135987591
started,bundle,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.ide",1348135987591
started,bundle,org.eclipse.ui.intro,3.4.0.v20100427,"org.eclipse.ui.intro",1348135987607
started,bundle,org.eclipse.ui.intro.universal,3.2.402.r36_v20100702,"org.eclipse.ui.intro.universal",1348135987607
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1348135987608
started,bundle,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views",1348135987608
started,bundle,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"org.eclipse.ui.workbench",1348135987609
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1348135987609
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1348135987609
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1348135987610
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1348135987610
started,bundle,org.eclipse.mylyn.bugzilla.core,3.7.1.v20120425-0100,"org.eclipse.mylyn.bugzilla.core",1348135987610
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.7.1.v20120425-0100,"org.eclipse.mylyn.bugzilla.ui",1348135987611
started,bundle,org.eclipse.mylyn.commons.core,3.7.1.v20120425-0100,"org.eclipse.mylyn.commons.core",1348135987611
started,bundle,org.eclipse.mylyn.commons.net,3.7.1.v20120425-0100,"org.eclipse.mylyn.commons.net",1348135987611
started,bundle,org.eclipse.mylyn.commons.notifications.core,0.9.1.v20120425-0100,"org.eclipse.mylyn.commons.notifications.core",1348135987611
started,bundle,org.eclipse.mylyn.commons.notifications.feed,0.9.1.v20120425-0100,"org.eclipse.mylyn.commons.notifications.feed",1348135987611
started,bundle,org.eclipse.mylyn.commons.notifications.ui,0.9.1.v20120425-0100,"org.eclipse.mylyn.commons.notifications.ui",1348135987612
started,bundle,org.eclipse.mylyn.commons.ui,3.7.1.v20120425-0100,"org.eclipse.mylyn.commons.ui",1348135987612
started,bundle,org.eclipse.mylyn.commons.workbench,3.7.1.v20120425-0100,"org.eclipse.mylyn.commons.workbench",1348135987613
started,bundle,org.eclipse.mylyn.context.core,3.7.1.v20120425-0100,"org.eclipse.mylyn.context.core",1348135987613
started,bundle,org.eclipse.mylyn.context.tasks.ui,3.7.1.v20120425-0100,"org.eclipse.mylyn.context.tasks.ui",1348135987613
started,bundle,org.eclipse.mylyn.monitor.ui,3.7.1.v20120425-0100,"org.eclipse.mylyn.monitor.ui",1348135987613
started,bundle,org.eclipse.mylyn.tasks.index.core,3.7.1.v20120425-0100,"org.eclipse.mylyn.tasks.index.core",1348135987614
started,bundle,org.eclipse.mylyn.tasks.ui,3.7.1.v20120425-0100,"org.eclipse.mylyn.tasks.ui",1348135987614
started,bundle,org.eclipse.mylyn.team.ui,3.7.1.v20120425-0100,"org.eclipse.mylyn.team.ui",1348135987614
os,sysinfo,,,"win32",1348135987616
arch,sysinfo,,,"x86",1348135987616
ws,sysinfo,,,"win32",1348135987616
locale,sysinfo,,,"en_US",1348135987616
processors,sysinfo,,,"4",1348135987617
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1348135987617
java.runtime.version,sysinfo,,,"1.7.0_07-b10",1348135987617
java.specification.name,sysinfo,,,"Java Platform API Specification",1348135987617
java.specification.vendor,sysinfo,,,"Oracle Corporation",1348135987617
java.specification.version,sysinfo,,,"1.7",1348135987617
java.vendor,sysinfo,,,"Oracle Corporation",1348135987617
java.version,sysinfo,,,"1.7.0_07",1348135987617
java.vm.info,sysinfo,,,"mixed mode, sharing",1348135987617
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1348135987617
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1348135987617
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1348135987617
java.vm.specification.version,sysinfo,,,"1.7",1348135987617
java.vm.vendor,sysinfo,,,"Oracle Corporation",1348135987617
java.vm.version,sysinfo,,,"23.3-b01",1348135987617
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1348135988260
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1348135988273
closed,view,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.internal.introview",1348135988296
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1348135992970
started,bundle,org.eclipse.wst.sse.core,1.1.504.v201102160550,"org.eclipse.wst.sse.core",1348136000087
started,bundle,org.eclipse.emf.common,2.6.0.v20100914-1218,"org.eclipse.emf.common",1348136000229
started,bundle,org.eclipse.emf.ecore,2.6.1.v20100914-1218,"org.eclipse.emf.ecore",1348136000246
started,bundle,org.maven.ide.eclipse.maven_model_edit,0.12.1.20110112-1712,"org.maven.ide.eclipse.maven_model_edit",1348136000247
started,bundle,org.maven.ide.eclipse,0.12.1.20110112-1712,"org.maven.ide.eclipse",1348136000288
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1348136000451
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1348136025228
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.import",1348136025242
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1348136025270
started,bundle,org.eclipse.jdt.launching,3.5.200.v20110105_r362,"org.eclipse.jdt.launching",1348136025286
started,bundle,org.maven.ide.eclipse.jdt,0.12.1.20110112-1712,"org.maven.ide.eclipse.jdt",1348136025975
started,bundle,org.eclipse.wst.server.core,1.1.206.v20110110,"org.eclipse.wst.server.core",1348136026026
started,bundle,org.eclipse.wst.xml.core,1.1.503.v201102102045,"org.eclipse.wst.xml.core",1348136026616
started,bundle,org.maven.ide.eclipse.editor.xml,0.12.1.20110112-1712,"org.maven.ide.eclipse.editor.xml",1348136026695
started,bundle,org.eclipse.wst.common.uriresolver,1.1.401.v201004280700,"org.eclipse.wst.common.uriresolver",1348136026743
started,bundle,org.eclipse.jgit,1.3.0.201202151440-r,"org.eclipse.jgit",1348136027306
started,bundle,org.eclipse.egit.core,1.3.0.201202151440-r,"org.eclipse.egit.core",1348136027318
started,bundle,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui",1348136027336
started,bundle,org.eclipse.jdt.apt.core,3.3.402.R36_v20110120-1000,"org.eclipse.jdt.apt.core",1348136028120
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1348136034574
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1348136273463
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.window.lockToolBar",1348136281810
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.window.lockToolBar",1348136283466
started,bundle,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui",1348136286033
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1348136286329
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1348136323672
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.window.customizePerspective",1348136323729
executed,command,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui.team.Pull",1348136330057
started,bundle,org.maven.ide.eclipse.editor,0.12.1.20110112-1712,"org.maven.ide.eclipse.editor",1348136332312
started,bundle,org.maven.ide.eclipse.refactoring,0.12.1.20110112-1712,"org.maven.ide.eclipse.refactoring",1348136332407
started,bundle,org.eclipse.ltk.core.refactoring,3.5.101.r362_v20101117-0800,"org.eclipse.ltk.core.refactoring",1348136332426
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1348136332428
started,bundle,org.eclipse.compare.core,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.core",1348136332443
started,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1348136332464
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1348136340254
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1348136356327
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1348136356888
started,bundle,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui",1348136356966
started,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1348136356986
started,bundle,org.eclipse.jdt.junit.core,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.core",1348136356992
started,bundle,org.maven.ide.eclipse.launching,0.12.1.20110112-1712,"org.maven.ide.eclipse.launching",1348136357006
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20100427,"org.eclipse.ui.externaltools",1348136359287
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1348136361171
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1348136396617
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1348136410259
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1348136412128
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1348136487753
failed,command,org.eclipse.ui.externaltools,3.2.0.v20100427,"org.eclipse.ui.externalTools.commands.OpenExternalToolsConfigurations",1348136487762
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1348136494351
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1348136512475
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1348136516317
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1348136517439
executed,command,org.eclipse.ui.externaltools,3.2.0.v20100427,"org.eclipse.ui.externalTools.commands.OpenExternalToolsConfigurations",1348136517450
started,bundle,org.eclipse.core.externaltools,1.0.1.v20100831_r361,"org.eclipse.core.externaltools",1348136517453
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1348136517966
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1348136520573
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1348136826315
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1348137011102
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1348137012522
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1348138113048
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1348138120218
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1348138138168
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1348138139897
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1348138161444
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1348138162961
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1348138251433
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1348138251830
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1348138265799
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1348138269205
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1348138269319
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1348138273874
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1348138274084
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1348138274141
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1348138290518
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1348138299320
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1348138327371
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1348138334013
